мне девятнадцать лет .	i m .
ты сам не свой .	you re not yourself .
ты вышел сухим из воды .	you re off the hook .
ты наш сосед .	you re our neighbor .
вы наш сосед .	you re our neighbor .
ты наша соседка .	you re our neighbor .
вы наша соседка .	you re our neighbor .
ты наш пленник .	you re our prisoner .
вы наш пленник .	you re our prisoner .
ты наша пленница .	you re our prisoner .
вы наша пленница .	you re our prisoner .
у тебя сахар закончился .	you re out of sugar .
